node,degree_centrality,clustering,pagerank,betweenness_centrality,local_heterogeneity
28,0.0032194155522535907,0.7692307692307693,0.0002552192093758929,0.0,2.1128774675743807
29,0.0032194155522535907,0.46153846153846156,0.00019154955480122382,0.0,1.6044743284434833
30,0.004210004952947003,0.5,0.0002121964513121638,2.9476768922740632e-06,1.2643221605372132
31,0.005695889053987122,0.43478260869565216,0.00029936195818065976,0.0,1.349298154526509
32,0.0014858841010401188,1.0,0.00014788937149430478,0.0,1.881103399603541
33,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
34,0.0012382367508667657,0.6,9.248443396698941e-05,0.002464771940923512,0.6505380102991499
35,0.0004952947003467063,1.0,7.353643512923525e-05,0.0,0.9331476323119777
36,0.0027241208519068845,0.9636363636363636,0.0001850267791448929,0.0,2.1135228733066
37,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
38,0.002228826151560178,0.3611111111111111,0.00014126143938496464,0.0,1.5856512332691945
39,0.003714710252600297,0.49523809523809526,0.00019468359653213862,0.0,1.3946471514480443
40,0.010896483407627538,0.4048625792811839,0.0004956290864477818,0.0,1.1174595771941174
41,0.005943536404160475,0.4673913043478261,0.00046530604538298797,0.0,2.4006809534260474
42,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
43,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
44,0.0014858841010401188,1.0,0.00013694286955319687,0.0,1.650917800387921
45,0.0029717682020802376,0.7272727272727273,0.0001596025527911737,0.0,1.3198145800419203
46,0.0012382367508667657,1.0,0.00013312362076432354,0.0,1.685411490998808
47,0.0004952947003467063,1.0,8.030042198440289e-05,0.0,0.9828571428571429
48,0.005448241703813769,0.329004329004329,0.00029272795380994835,0.0,1.580403996076979
49,0.0009905894006934125,0.5,0.00015564790905136537,0.0,1.6737236449128816
50,0.0027241208519068845,0.5636363636363636,0.00015285262772959924,0.0,1.4401953904464477
51,0.001733531451213472,0.8571428571428571,0.00014051490911703464,0.0,1.669841247023246
52,0.0004952947003467063,1.0,8.219518722798913e-05,0.0,0.9715909090909091
53,0.007677067855373947,0.3827956989247312,0.00041525518043789315,0.0,1.8174532288283485
54,0.001981178801386825,0.5714285714285714,0.0001346315395348503,0.0,1.5428066537029979
55,0.004210004952947003,0.8308823529411765,0.00019740128445968694,0.0,1.0028862554004156
56,0.019316493313521546,0.34865134865134867,0.0008039024292749443,0.0008358905813191625,1.0046894572273521
57,0.003714710252600297,0.5238095238095238,0.00021380181907352505,0.0,1.7333648013237328
58,0.0029717682020802376,0.2727272727272727,0.00021402001229947393,0.0858542715799847,1.4851390282616892
59,0.0047052996532937095,0.7777777777777778,0.00022393731076947957,0.0,1.2274999580615191
60,0.001981178801386825,0.6785714285714286,0.0001179214817815534,0.0,1.135734823785964
61,0.0007429420505200594,0.6666666666666666,9.993081338694414e-05,0.0,1.2883549781814834
62,0.0064388311045071814,0.5230769230769231,0.000294118187302578,0.0,1.1969817663839766
63,0.0014858841010401188,1.0,9.762401994576605e-05,0.0,1.1005842479143475
64,0.001733531451213472,0.9523809523809523,0.00014304317844236687,5.6036072451466315e-06,1.7409875344450139
65,0.0029717682020802376,0.5,0.00016011443293880614,0.0,1.3716541459870726
66,0.003714710252600297,0.8761904761904762,0.00017891995625352093,0.0,1.0416266844565956
67,0.018821198613174838,0.36140350877192984,0.0007724556453836683,0.0007528400885693329,0.9828830327417087
68,0.002228826151560178,0.8333333333333334,0.00021487874776333194,0.0,2.162538764359683
69,0.0024764735017335313,0.6444444444444445,0.0001410081446777761,0.0,1.2474186680234238
70,0.0004952947003467063,1.0,7.684630684627396e-05,0.0,0.949438202247191
71,0.0007429420505200594,1.0,0.00010148330553096666,0.0,1.3377184833666391
72,0.005943536404160475,0.605072463768116,0.0002733935497308621,0.0,1.132281626694412
73,0.0024764735017335313,0.5333333333333333,0.00015801614677929968,0.0,1.7739697264079322
74,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
75,0.003467062902426944,0.7582417582417582,0.00017600935698758896,0.0,1.1612028522185147
76,0.0007429420505200594,1.0,8.258166400536363e-05,0.0,1.062550519007062
77,0.0014858841010401188,0.6,0.00012062978066488579,0.0,1.57310461987288
78,0.002228826151560178,1.0,0.00021693170124186377,0.0,2.262930197900218
79,0.0029717682020802376,0.9393939393939394,0.00015290410790864953,0.0,0.9761643632871368
80,0.005695889053987122,0.5217391304347826,0.00031475366122911397,5.071223440617467e-05,1.8725713384858576
81,0.0007429420505200594,0.6666666666666666,0.00010752780555275151,0.0,1.3664788442052023
82,0.008420009905894007,0.41711229946524064,0.0003849000964535906,0.0,1.3390306802168672
83,0.001733531451213472,0.8571428571428571,0.00014051490911703464,0.0,1.669841247023246
84,0.0032194155522535907,0.4230769230769231,0.00019107773185719068,0.0,1.616242012048761
85,0.003467062902426944,0.6483516483516484,0.000182837954537027,0.0,1.427234637146426
86,0.0014858841010401188,1.0,0.00015187043333662333,0.0,1.824161978676711
87,0.0032194155522535907,0.6410256410256411,0.0001726709411151336,2.826404732371719e-05,1.4004790912511023
88,0.004952947003467063,0.3368421052631579,0.00028441481196072053,0.0,1.6037858242081975
89,0.001981178801386825,0.6785714285714286,0.00022888063692828091,0.0,2.252728559414057
90,0.0004952947003467063,1.0,8.919860362388565e-05,0.0,0.9828571428571429
91,0.001981178801386825,0.6785714285714286,0.00023737300152657922,0.0,2.333399148046941
92,0.005200594353640416,0.7761904761904762,0.00028831153295411636,0.0,1.9641148456155115
93,0.001981178801386825,0.8571428571428571,0.00018377073837312445,0.0,2.0309241263530198
94,0.005448241703813769,0.6666666666666666,0.00029878104789358967,0.0,1.7674959394941414
95,0.0014858841010401188,0.8666666666666667,0.00018055035893729885,0.0,2.0096276232993002
96,0.002228826151560178,0.3888888888888889,0.00014618512832270217,0.0,1.7479326631885228
97,0.0007429420505200594,0.6666666666666666,0.00010958436029004845,0.0,1.3434618647535195
98,0.012134720158494303,0.5246598639455783,0.0005003246722658377,0.0,0.9553075194655409
99,0.0032194155522535907,0.6410256410256411,0.0002993734003136998,0.0,2.454783785774838
100,0.002228826151560178,0.6111111111111112,0.00017520377701900366,0.0,1.9158555936821178
101,0.0047052996532937095,0.8304093567251462,0.00026633258205467354,0.0,1.9573512621650988
102,0.0014858841010401188,1.0,0.0001536353619686624,0.0,1.846968773272983
103,0.00396235760277365,0.55,0.00018812236311743378,5.775348772035044e-05,1.068806432832843
104,0.0079247152055473,0.6088709677419355,0.00034640792239928187,3.1821985622929907e-06,1.0448315266932826
105,0.003467062902426944,0.6703296703296703,0.0001813354264970288,0.0,1.2425366368923818
106,0.001981178801386825,0.42857142857142855,0.0001275482626354048,0.0,1.5892280855621568
107,0.258791480931154,0.049038479165520905,0.006936420955866117,0.5036122897658436,0.9814249932143996
108,0.0032194155522535907,0.7948717948717948,0.00020008087943521537,0.0,1.8586922607805807
109,0.009162951956414065,0.53003003003003,0.00040147225316823187,5.172923668117788e-05,1.0365188512273127
110,0.0012382367508667657,1.0,0.000155723211962933,0.0,1.8072468988916937
111,0.003467062902426944,0.5604395604395604,0.0002934993171110268,0.0,2.256761144818878
112,0.0007429420505200594,1.0,0.00010075548047141475,0.0,1.2992275928044161
113,0.009905894006934125,0.5371794871794872,0.0004217680378937481,2.0371083623764104e-05,0.9950858210260942
114,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
115,0.005200594353640416,0.5333333333333333,0.0004171974177353141,0.0,2.357424927422541
116,0.004210004952947003,0.6617647058823529,0.00032518618611985356,0.0,2.2035533323841454
117,0.0014858841010401188,0.4666666666666667,0.00011250195884281505,0.0,1.533929720587352
118,0.008915304606240713,0.5365079365079365,0.00039779999591200874,8.650087886362588e-06,1.1550506199757324
119,0.015354135710747894,0.28714965626652567,0.0007319072593209059,0.002844459812364921,1.202742995265597
120,0.0009905894006934125,0.5,8.991381061339179e-05,2.7447014578685207e-05,0.9464876561609021
121,0.0029717682020802376,0.4696969696969697,0.00017194948880466562,0.0,1.5238244046892444
122,0.015601783060921248,0.38556067588325654,0.000660524079101169,0.0006309502295901247,1.0170638307415798
123,0.004457652303120356,0.6928104575163399,0.0002085473897771233,0.0,1.133719159348326
124,0.0009905894006934125,0.5,0.00011232974058162626,0.0,1.3712448236024342
125,0.0009905894006934125,0.6666666666666666,7.592166875181042e-05,5.069681616883508e-06,0.8396109171938546
126,0.001733531451213472,0.7619047619047619,0.0001273415703148841,0.0,1.6160428112664567
127,0.00396235760277365,0.7333333333333333,0.00024347720956291596,0.0,1.9719417664410082
128,0.006934125804853888,0.5952380952380952,0.0003067678430282077,0.0,1.025104283634297
129,0.001733531451213472,0.9047619047619048,0.00012350917911145407,0.0,1.7023444065902533
130,0.00396235760277365,0.35833333333333334,0.0002300074101712803,0.0,1.5687055723832288
131,0.001733531451213472,1.0,0.00017343689435242747,0.0,1.964276549531949
132,0.00396235760277365,0.4,0.0002084674125014289,0.0,1.4630951234126113
133,0.004457652303120356,0.5882352941176471,0.00023550237804358028,3.039883478589736e-06,1.3282522195800928
134,0.0047052996532937095,0.7076023391812866,0.00021905817390362813,0.0,1.1013529722048057
135,0.0024764735017335313,1.0,0.0001716312351638319,0.0,2.0524786774621857
136,0.03293709757305597,0.32137161084529503,0.0006337403250536821,0.026525430578969857,0.8070550441886426
137,0.00396235760277365,0.5333333333333333,0.0003304194027641963,0.0,2.3697433092575313
138,0.0004952947003467063,1.0,7.29339350530321e-05,0.0,0.9118457300275482
139,0.002228826151560178,0.9722222222222222,0.00015511284188837794,0.0,1.9567391948892634
140,0.0027241208519068845,0.8909090909090909,0.00022045298382317283,0.0,1.9715863607201634
141,0.006934125804853888,0.5555555555555556,0.0003120021058476483,0.0,1.1205563136726002
142,0.010648836057454186,0.530454042081949,0.0004508863208061317,3.330087671006471e-06,1.0212437395206906
143,0.0029717682020802376,0.6060606060606061,0.00029379905862812603,1.23885019488503e-05,2.4973843092828227
144,0.003714710252600297,0.7047619047619048,0.0002911632908825187,0.0,2.1513590195007057
145,0.0004952947003467063,1.0,8.919860362388565e-05,0.0,0.9828571428571429
146,0.0024764735017335313,0.4666666666666667,0.00014443058241554713,0.0008718044516035797,1.3545932960960787
147,0.0014858841010401188,0.9333333333333333,0.00018001867135639642,0.0,1.9966647122989745
148,0.004952947003467063,0.42105263157894735,0.000246266902213844,2.012344995135866e-05,1.3862164148347613
149,0.003467062902426944,0.7802197802197802,0.0002717075425301843,0.0,2.193704972107507
150,0.0027241208519068845,0.5636363636363636,0.00019408389327919988,0.00042583078606138475,1.8969320458902788
151,0.001733531451213472,0.9047619047619048,0.00015376030165803836,0.0,1.7823935979189147
152,0.0012382367508667657,0.7,0.00012492244142269063,1.23885019488503e-06,1.6492914354340706
153,0.0004952947003467063,1.0,6.212683318297321e-05,0.0,0.7794871794871795
154,0.0004952947003467063,1.0,7.932370381914374e-05,0.0,0.9660056657223796
155,0.0007429420505200594,0.6666666666666666,0.00010298408354995632,0.0,1.2994504414498915
156,0.0029717682020802376,0.5303030303030303,0.00016483892073663328,0.0002813108507358866,1.3214195594310585
157,0.0007429420505200594,0.6666666666666666,0.00010600177299096029,0.0,1.3722709112259144
158,0.006191183754333828,0.3566666666666667,0.0002996906273208094,0.0,1.3125895367343385
159,0.003467062902426944,0.6263736263736264,0.0002046728574167513,0.0,1.6761508088745802
160,0.0004952947003467063,1.0,6.9467498708458e-05,0.0,0.9549295774647887
161,0.006191183754333828,0.5466666666666666,0.0002798852018135081,0.0,1.055559745116395
162,0.001981178801386825,0.8571428571428571,0.00016967237746256535,0.0,1.8850749929098773
163,0.0014858841010401188,0.5333333333333333,0.00012143853497887508,8.174802389884206e-06,1.5727253862256654
164,0.0007429420505200594,0.6666666666666666,7.388101008374698e-05,0.0,1.0738827275738216
165,0.0027241208519068845,0.6,0.00014915412045219805,1.000465384657153e-06,1.4096101808022372
166,0.0009905894006934125,0.6666666666666666,0.00010901413534460111,0.0,1.5600045583978983
167,0.001733531451213472,0.9047619047619048,0.00016890007322119526,0.0,2.028930682308124
168,0.0027241208519068845,0.6909090909090909,0.00016671442975985684,0.0,1.6509497368826884
169,0.009410599306587419,0.4395448079658606,0.0004151646984609198,0.00024289033936993968,1.084087148172064
170,0.011391778107974244,0.4714975845410628,0.0005074088921908395,4.9466834477583615e-06,1.0539205004691974
171,0.005448241703813769,0.21645021645021645,0.000378355466254029,0.013401744392076668,2.4406151319552856
172,0.010153541357107478,0.45975609756097563,0.0004407711556279399,0.0,1.1968633837276768
173,0.0029717682020802376,0.24242424242424243,0.00022095845526127968,0.002318254507735124,1.6438294841200383
174,0.0009905894006934125,0.8333333333333334,0.00013034902763874113,0.0,1.5954005725538674
175,0.004210004952947003,0.4264705882352941,0.0003793293986316261,0.0,2.4233012691891425
176,0.003467062902426944,0.7252747252747253,0.00017618515353876556,3.7099257173027636e-07,1.1514049616436866
177,0.0027241208519068845,0.7636363636363637,0.0002585099773533988,0.0,2.3617011584215035
178,0.0032194155522535907,0.46153846153846156,0.00018869072847033035,0.0,1.6461185956111342
179,0.0007429420505200594,0.6666666666666666,0.00012913236759476578,0.0,1.3900389715632986
180,0.004952947003467063,0.7578947368421053,0.0002767445611013242,0.0,1.943222545748431
181,0.0024764735017335313,0.8666666666666667,0.00023849264701222462,0.0,2.3820496994332867
182,0.0007429420505200594,0.6666666666666666,0.00011527130527604326,0.0,1.3781571259386534
183,0.0004952947003467063,1.0,6.368961659823045e-05,0.0,0.9013698630136986
184,0.004457652303120356,0.6339869281045751,0.0002672226937983914,0.0,1.9696538416400418
185,0.0064388311045071814,0.5384615384615384,0.0002961999215015276,2.028997072430749e-06,1.148772664712836
186,0.010896483407627538,0.4978858350951374,0.00046621447393238173,5.084118082971299e-06,1.032239968176862
187,0.00396235760277365,0.8583333333333333,0.00022988568150929335,0.0,1.9489120011343972
188,0.01188707280832095,0.45567375886524825,0.0005108965045625002,0.0,1.0697042313783764
189,0.001733531451213472,0.9523809523809523,0.00014304317844236685,5.6036072451466315e-06,1.7409875344450139
190,0.0009905894006934125,0.5,0.00010282026746515356,2.47770038977006e-06,1.537647475206138
191,0.0007429420505200594,1.0,7.61960844371223e-05,0.0,1.1620984590247176
192,0.0012382367508667657,0.4,0.00017301613709081926,0.0,1.8096718737465207
193,0.0012382367508667657,0.7,0.0001574726670170539,0.0,1.8197028868667438
194,0.0047052996532937095,0.8245614035087719,0.0002639598416875759,0.0,1.9346848809370736
195,0.002228826151560178,1.0,0.00021693170124186377,0.0,2.262930197900218
196,0.0032194155522535907,0.717948717948718,0.0001873951321712373,0.0,1.6403524114914037
197,0.00396235760277365,0.7416666666666667,0.00024333864382939508,0.0,1.9622062790980548
198,0.0029717682020802376,0.4696969696969697,0.0002614245993622164,0.0009432409927454484,1.992522613598562
199,0.011639425458147598,0.47178538390379277,0.0004970049703824462,1.282859799423854e-05,1.0497613796808283
200,0.014115898959881128,0.4342105263157895,0.0005910801200346582,2.116412151717502e-05,1.0182940622495777
201,0.0009905894006934125,1.0,0.00012897541087218095,0.0,1.5826555896653622
202,0.0009905894006934125,0.6666666666666666,0.00010292663043672868,2.4423046699162023e-06,1.4648777834591287
203,0.014115898959881128,0.42857142857142855,0.0006010225402459133,4.470598466974814e-05,1.0092949364913661
204,0.005448241703813769,0.5887445887445888,0.0002962826897902639,0.0,1.7903919052436252
205,0.0004952947003467063,1.0,8.219518722798913e-05,0.0,0.9715909090909091
206,0.0009905894006934125,0.5,9.395375113592259e-05,0.0,1.531624162834109
207,0.0007429420505200594,1.0,7.058161753737582e-05,0.0,0.7741172501195033
208,0.001733531451213472,0.8571428571428571,0.00010922841949088753,1.077261039030461e-07,1.1266996339903366
209,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
210,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
211,0.007429420505200594,0.6,0.00032880769401620797,0.0,1.2051739911538655
212,0.004457652303120356,0.6993464052287581,0.00021432815128277834,0.0,1.1565320664221805
213,0.009658246656760773,0.30364372469635625,0.00044529886849428447,0.0002933683582092289,1.2700735477072957
214,0.004210004952947003,0.5661764705882353,0.0003403575506892807,0.0,2.2422598768037574
215,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
216,0.0004952947003467063,1.0,7.316135797264995e-05,0.0,0.9549295774647887
217,0.001981178801386825,0.8214285714285714,0.00015475317259206118,0.00039666766254512696,1.7809108780299763
218,0.002228826151560178,1.0,0.00021693170124186377,0.0,2.262930197900218
219,0.0014858841010401188,0.7333333333333333,0.0001871288407649585,0.0,2.022794697115081
220,0.0009905894006934125,1.0,0.00010976491449644481,0.0,1.4384592173842732
221,0.001981178801386825,0.8571428571428571,0.00012002945878746593,0.0,1.1713552381271186
222,0.0027241208519068845,0.7454545454545455,0.0001597196367977622,0.0,1.390020988195143
223,0.006686478454680535,0.7207977207977208,0.0002889286561887119,2.063342978648617e-06,1.0067449980542214
224,0.006934125804853888,0.5211640211640212,0.00031577258923565563,1.1098542618610732e-05,1.136449653006158
225,0.0024764735017335313,0.8444444444444444,0.0002356740824566413,0.0,2.2554296818372492
226,0.003467062902426944,0.8131868131868132,0.0002702688049305354,0.0,2.1233924463729164
227,0.003714710252600297,0.5428571428571428,0.00034158982143158703,0.0,2.5454785953649814
228,0.0007429420505200594,1.0,8.191472452896019e-05,0.0,1.2883549781814834
229,0.0014858841010401188,0.5333333333333333,0.00011381076457556984,0.0,1.4381323673616169
230,0.002228826151560178,0.2777777777777778,0.00025568030168036726,0.0,2.281357454835759
231,0.005200594353640416,0.4523809523809524,0.00026583921687860527,0.0,1.3221292022988387
232,0.006191183754333828,0.62,0.0002807639719424711,0.0,1.0930026347750936
233,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
234,0.0004952947003467063,1.0,6.156088050173824e-05,0.0,0.7093596059113301
235,0.0012382367508667657,0.8,9.539300445966986e-05,0.0,1.256312063143549
236,0.009162951956414065,0.4099099099099099,0.00041031916579837934,0.0,1.201053229458107
237,0.001733531451213472,0.8571428571428571,0.00014051490911703464,0.0,1.669841247023246
238,0.005695889053987122,0.7154150197628458,0.0002629615278805077,4.998921061993095e-06,1.2462464778564062
239,0.014611193660227836,0.418468731735827,0.0006249254018258981,8.177097568033163e-06,1.0111916269564563
240,0.0007429420505200594,0.6666666666666666,8.5221027342802e-05,0.0,1.2559745220345833
241,0.0004952947003467063,1.0,8.584029528609231e-05,0.0,0.9772079772079773
242,0.005943536404160475,0.5978260869565217,0.00031696122939207466,0.0,1.7808078091491222
243,0.001981178801386825,0.6428571428571429,0.00019283583150295113,0.0,1.9899308253189154
244,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
245,0.0012382367508667657,0.7,0.0001492859868693686,0.0,1.7364058334409924
246,0.003467062902426944,0.5934065934065934,0.00018008523286646146,2.318169853367248e-05,1.253573119555779
247,0.0007429420505200594,0.6666666666666666,8.422336345097661e-05,0.0,1.315489497962216
248,0.005200594353640416,0.5047619047619047,0.0002488185997176479,0.0,1.1778309928610307
249,0.005943536404160475,0.6268115942028986,0.00032177434292800835,0.0,1.7879167930966837
250,0.0012382367508667657,0.8,8.991070265063983e-05,0.0,1.0930084945318959
251,0.003467062902426944,0.7802197802197802,0.00021865772909244487,0.0,1.898651078273346
252,0.016097077761267953,0.4033653846153846,0.000669817854966544,2.6057436409957686e-05,0.9897794395796926
253,0.0007429420505200594,0.6666666666666666,0.00010958436029004845,0.0,1.3434618647535195
254,0.004210004952947003,0.9044117647058824,0.00024026832100846923,0.0,1.924714314923562
255,0.0004952947003467063,1.0,8.584029528609231e-05,0.0,0.9772079772079773
256,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
257,0.004457652303120356,0.5032679738562091,0.00022446583496597443,0.0,1.3550161597971626
258,0.003714710252600297,0.4857142857142857,0.00019198419452430546,1.1563723489589774e-06,1.5292885476958584
259,0.001981178801386825,0.6785714285714286,0.00023737300152657922,0.0,2.333399148046941
260,0.001981178801386825,0.39285714285714285,0.00015875277218372559,0.0,1.6140464405431136
261,0.009410599306587419,0.4751066856330014,0.0004123223841742483,0.0,1.2328666698284303
262,0.0009905894006934125,1.0,0.00010976491449644481,0.0,1.4384592173842732
263,0.001733531451213472,0.9523809523809523,0.00017463608200791601,0.0,1.9880415669937666
264,0.0012382367508667657,1.0,0.000155723211962933,0.0,1.8072468988916937
265,0.006686478454680535,0.6410256410256411,0.00030010243262024953,0.0,1.179125747292847
266,0.004457652303120356,0.8823529411764706,0.0002522370411412988,0.0,1.9339778574646314
267,0.0004952947003467063,1.0,7.290199927340598e-05,0.0,0.9065934065934066
268,0.0027241208519068845,0.9090909090909091,0.0001449621778096831,0.0,1.2868407598744447
269,0.0014858841010401188,0.4666666666666667,0.00013635950097119323,5.399320208514883e-05,1.584131303024387
270,0.0009905894006934125,0.8333333333333334,9.478365173272161e-05,0.0,1.1257368182403078
271,0.018078256562654778,0.386986301369863,0.0007457889296014826,9.120687594268489e-06,0.9770647241862882
272,0.01114413075780089,0.35353535353535354,0.0005026915251136312,9.672082000263928e-06,1.1564312297594093
273,0.002228826151560178,1.0,0.00021693170124186377,0.0,2.262930197900218
274,0.003467062902426944,0.5604395604395604,0.00018391243030319894,6.081628229435603e-07,1.4434211601167588
275,0.0024764735017335313,0.8666666666666667,0.00023849264701222462,0.0,2.3820496994332867
276,0.004457652303120356,0.7516339869281046,0.0002129760795089638,0.0,1.1015686630163741
277,0.016097077761267953,0.3466346153846154,0.0007191102550992674,7.565088865748565e-05,1.0437447635897978
278,0.0024764735017335313,0.8,0.00023782844021431936,0.0,2.279150802330211
279,0.0004952947003467063,1.0,7.048157833547912e-05,0.0,0.9224376731301939
280,0.010648836057454186,0.4673311184939092,0.0004836864849742454,5.385778078521182e-06,1.0667101914234411
281,0.00396235760277365,0.7416666666666667,0.00024104410648168712,0.0,1.8707925571210027
282,0.0004952947003467063,1.0,9.172093610965165e-05,0.0,0.9885386819484241
283,0.0012382367508667657,0.6,0.00010627204653971693,0.0,1.358306977618355
284,0.00396235760277365,0.7,0.00024277707976167883,0.0,1.9138827479069043
285,0.011639425458147598,0.43293246993524515,0.000510882040171271,0.0004843490632724902,1.0322868100358076
286,0.0004952947003467063,1.0,8.314465270209088e-05,0.0,0.9828571428571429
287,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
288,0.0009905894006934125,0.8333333333333334,8.052346987960624e-05,0.0,0.9685775615759887
289,0.0009905894006934125,0.8333333333333334,0.00010767448184671684,0.0,1.4462974622642835
290,0.003467062902426944,0.8241758241758241,0.0001737107167067809,0.0,1.0641166458739453
291,0.008915304606240713,0.38095238095238093,0.0004084713051094272,6.3931259642610306e-06,1.2257420323084425
292,0.00024764735017335313,0.0,5.2591423276218314e-05,0.0,0.0
293,0.0007429420505200594,1.0,0.00010075548047141475,0.0,1.2992275928044161
294,0.0007429420505200594,0.6666666666666666,7.90610085730714e-05,0.0,1.0679775251096477
295,0.0024764735017335313,0.5333333333333333,0.0001406410799775113,0.0,1.4405297157378738
296,0.001733531451213472,0.9523809523809523,0.00017463608200791601,0.0,1.9880415669937666
297,0.006191183754333828,0.72,0.0002753673376623998,5.2331770591339015e-06,0.9389560227680308
298,0.0027241208519068845,0.9454545454545454,0.00014487530515684444,0.0,1.2387399693075398
299,0.004952947003467063,0.6842105263157895,0.000280117245998315,0.0,1.9934425129284816
300,0.001733531451213472,0.7619047619047619,0.00012385035572036357,0.0,1.6756226663011116
301,0.0007429420505200594,0.6666666666666666,9.758455452199637e-05,1.23885019488503e-06,1.2582654727838638
302,0.004952947003467063,0.7526315789473684,0.0002731257396115444,0.0,1.8465597236378304
303,0.005200594353640416,0.580952380952381,0.00025127936770103176,0.0,1.2793489833208134
304,0.013620604259534423,0.3872053872053872,0.0005761262087429728,0.0005534864999132309,1.0296612012518587
305,0.0004952947003467063,1.0,6.940001972682072e-05,0.0,0.8605898123324397
306,0.002228826151560178,1.0,0.00021693170124186377,0.0,2.262930197900218
307,0.0009905894006934125,0.6666666666666666,0.0001153270298127361,0.0,1.4196736527884326
308,0.005943536404160475,0.4746376811594203,0.0002763233517743509,0.00010791423125905913,1.1869933931065921
309,0.0024764735017335313,1.0,0.00017163123516383193,0.0,2.0524786774621857
310,0.0032194155522535907,0.5384615384615384,0.00027489005162653965,0.0,2.3887267616159384
311,0.001733531451213472,0.5238095238095238,0.00011389444868967978,0.0,1.501531277522696
312,0.0064388311045071814,0.4276923076923077,0.0005120800953935762,0.0,2.5098179334405284
313,0.009162951956414065,0.5015015015015015,0.00040923994446675024,0.0,1.153979671064041
314,0.0032194155522535907,0.4230769230769231,0.0001724333430201253,6.3456659982444315e-06,1.4961338690792438
315,0.013868251609707775,0.31623376623376626,0.0006036352914088951,0.0005997803647146306,1.0697160131180545
316,0.0004952947003467063,1.0,6.581490012111381e-05,0.0,0.9277777777777778
317,0.001733531451213472,0.5238095238095238,0.00011894544687680498,0.0,1.6138672148405784
318,0.0027241208519068845,0.5272727272727272,0.00014689588991789368,0.0,1.3495413768900246
319,0.001981178801386825,0.6785714285714286,0.00022888063692828091,0.0,2.252728559414057
