node,degree_centrality,clustering,pagerank,betweenness_centrality,local_heterogeneity,anomaly
69,-0.6427851021082299,0.1813958088824392,-0.4115030340189513,-0.0552715915472909,-0.30898152809420715,0
70,-0.7954157420303417,1.8394949968369354,-0.6592353786148306,-0.0552715915472909,-0.7399216214559141,0
71,-0.7763369120400778,1.8394949968369354,-0.5641105870838766,-0.0552715915472909,-0.17838970975745666,0
72,-0.37568148224453435,-0.002211641957630813,0.09964421319992323,-0.0552715915472909,-0.47549300464507227,0
73,-0.6427851021082299,-0.3367601873533412,-0.3458342131138031,-0.0552715915472909,0.45251792680739095,0
74,-0.8144945720206056,-2.823908969285086,-0.7528848029110872,-0.0552715915472909,-2.113001519333602,1
75,-0.566469782147174,0.7120786533788642,-0.2763614501388393,-0.0552715915472909,-0.4336670561050392,0
76,-0.7763369120400778,1.8394949968369354,-0.6370908527699296,-0.0552715915472909,-0.5763383066306316,0
77,-0.7191004220692858,-0.02586658961187316,-0.4901850055235605,-0.0552715915472909,0.16202630837919813,0
78,-0.6618639320984938,1.8394949968369354,-0.11835805386620689,-0.0552715915472909,1.1596537811197458,0
79,-0.604627442127702,1.556864453435601,-0.36557207315480156,-0.0552715915472909,-0.7012701806517265,0
80,-0.3947603122347983,-0.3908286391344661,0.2593378526046572,-0.05093157868465928,0.5951158243030767,0
81,-0.7763369120400778,0.28502700812959486,-0.5407724438368108,-0.0552715915472909,-0.13679640412716748,0
82,-0.1848931823418946,-0.8787458176406063,0.5301770531406268,-0.0552715915472909,-0.1764920073974272,0
83,-0.7000215920790219,1.173294430248075,-0.4134074433381082,-0.0552715915472909,0.3019270600176648,0
84,-0.585548612137438,-0.8509303682334614,-0.21818163544121114,-0.0552715915472909,0.22441171261443602,0
85,-0.566469782147174,0.1996166790797413,-0.24999586370307503,-0.0552715915472909,-0.04893122472974747,0
86,-0.7191004220692858,1.8394949968369354,-0.36956314688229797,-0.0552715915472909,0.5251060873178343,0
87,-0.585548612137438,0.16545254745979984,-0.2892512553450332,-0.052852721024795726,-0.0876251619851267,0
88,-0.45199680220559024,-1.253078159643984,0.14219790593826162,-0.0552715915472909,0.2063975426688987,0
89,-0.6809427620887579,0.34054372201200017,-0.07222256347088464,-0.0552715915472909,1.1449001460778774,0
90,-0.7954157420303417,1.8394949968369354,-0.6115424891140963,-0.0552715915472909,-0.6915910661324762,0
91,-0.6809427620887579,0.34054372201200017,-0.03943308199399118,-0.0552715915472909,1.2615661527116977,0
92,-0.43291797221532624,0.7957807758477212,0.1572433575736256,-0.0552715915472909,0.7275062728056165,0
93,-0.6809427620887579,1.173294430248075,-0.24639433459282084,-0.0552715915472909,0.8241260213634654,0
94,-0.4138391422250623,0.28502700812959486,0.19766672402314284,-0.0552715915472909,0.4431555200141625,0
95,-0.7191004220692858,1.2177078013539993,-0.25882839469908747,-0.0552715915472909,0.7933269654913278,0
96,-0.6618639320984938,-1.0103629824598552,-0.3915144186731737,-0.0552715915472909,0.41486306099124426,0
97,-0.7763369120400778,0.28502700812959486,-0.5328319741732347,-0.0552715915472909,-0.17008361726033058,0
98,0.10128926751206489,-0.3772080788962359,0.9758376164344286,-0.0552715915472909,-0.7314334002449822,0
99,-0.585548612137438,0.16545254745979984,0.19995382892569094,-0.0552715915472909,1.4371129187685656,0
100,-0.6618639320984938,0.025949010011705187,-0.27947183820006044,-0.0552715915472909,0.6577136222049556,0
101,-0.4710756321958542,1.048625318371797,0.07238143306990841,-0.0552715915472909,0.7177247615377963,0
102,-0.7191004220692858,1.8394949968369354,-0.362748661467967,-0.0552715915472909,0.5580893305884831,0
103,-0.5283121221666461,-0.2590367879179739,-0.22959247484029516,-0.05032897991711514,-0.5672909884410918,0
104,-0.22305084232242256,0.015502316539209457,0.38155667614786065,-0.05499925523922797,-0.6019635575412385,0
105,-0.566469782147174,0.30210907393956554,-0.25579720616379625,-0.0552715915472909,-0.31604193370141864,0
106,-0.6809427620887579,-0.8253072695185053,-0.4634723704506373,-0.0552715915472909,0.1853441047030316,0
107,19.10380393781498,-2.595222731052003,25.825955322980086,43.04446244614281,-0.6936622445204421,1
108,-0.585548612137438,0.8828993114785718,-0.18341999310633864,-0.0552715915472909,0.575043867483673,0
109,-0.12765669237110275,-0.35216482507926977,0.5941630513084152,-0.05084454242986744,-0.613985369548475,0
110,-0.7381792520595497,1.8394949968369354,-0.3546873591155709,-0.0552715915472909,0.5006434567128805,0
111,-0.566469782147174,-0.21035290035955737,0.17727367428344065,-0.0552715915472909,1.15073208115562,0
112,-0.7763369120400778,1.8394949968369354,-0.5669207592134833,-0.0552715915472909,-0.23405533176140292,0
113,-0.07042020240031079,-0.31882401825287193,0.6725261796943162,-0.05352821017220174,-0.6739059212418863,0
114,-0.8144945720206056,-2.823908969285086,-0.7528848029110872,-0.0552715915472909,-2.113001519333602,1
115,-0.43291797221532624,-0.3367601873533412,0.6548787667402237,-0.0552715915472909,1.2963122948127839,0
116,-0.5092332921763821,0.26216718476625167,0.2996183984647209,-0.0552715915472909,1.073782810006368,0
117,-0.7191004220692858,-0.6476537850948092,-0.521566967519832,-0.0552715915472909,0.10537147125232976,0
118,-0.14673552236136667,-0.3219557303180332,0.5799842663672405,-0.054531306818579824,-0.4425644297304581,0
119,0.3493140573854966,-1.484814123381195,1.869990577099212,0.1881606357536497,-0.37359159754658716,1
120,-0.7572580820498138,-0.49220698622407516,-0.6087810360390298,-0.05292264365124182,-0.7441887085704372,0
121,-0.604627442127702,-0.6335222579247424,-0.2920368219439156,-0.0552715915472909,0.09075713817772385,0
122,0.36839288737576065,-1.02588378419042,1.5943762368899115,-0.0012741263563644937,-0.6421212687344692,0
123,-0.49015446218611813,0.40694606606742556,-0.15073033631916483,-0.0552715915472909,-0.4734140413329154,0
124,-0.7572580820498138,-0.49220698622407516,-0.522231911590458,-0.0552715915472909,-0.12990383282705611,0
125,-0.7572580820498138,0.28502700812959486,-0.6628054565737206,-0.0548377222121223,-0.8987541152278014,0
126,-0.7000215920790219,0.729160719188835,-0.4642704207388324,-0.0552715915472909,0.22412362794586435,0
127,-0.5283121221666461,0.5959206058710629,-0.015864402856183735,-0.0552715915472909,0.7388255852393621,0
128,-0.29936616228347845,-0.04807327516483508,0.22850417431099032,-0.0552715915472909,-0.6304931456921354,0
129,-0.7000215920790219,1.3953612857776954,-0.47906749155727774,-0.0552715915472909,0.34893321051101633,0
130,-0.5283121221666461,-1.1528558814246948,-0.06787203071262424,-0.0552715915472909,0.15566439491968823,0
131,-0.7000215920790219,1.8394949968369354,-0.2862938682479876,-0.0552715915472909,0.7277401294131797,0
132,-0.5283121221666461,-0.9585473828362772,-0.15103913292929616,-0.0552715915472909,0.002930300015807546,0
133,-0.49015446218611813,-0.08073016568389674,-0.0466556609749179,-0.05501143473202791,-0.1920798440732552,0
134,-0.4710756321958542,0.4759265856901457,-0.11014762729455282,-0.0552715915472909,-0.5202221019655384,0
135,-0.6427851021082299,1.8394949968369354,-0.2932656165558618,-0.0552715915472909,0.8552982669774748,0
136,1.703910986694239,-1.3252233246701142,1.4909627061757782,2.2148060583058653,-0.9458365000270568,1
137,-0.5283121221666461,-0.3367601873533412,0.319824132478853,-0.0552715915472909,1.3141271693690988,0
138,-0.7954157420303417,1.8394949968369354,-0.674341258839395,-0.0552715915472909,-0.7942879486103781,0
139,-0.6618639320984938,1.7099559977779903,-0.35704403116162076,-0.0552715915472909,0.7168395883157697,0
140,-0.623706272117966,1.330760018714533,-0.10476219035395531,-0.0552715915472909,0.7383115965987874,0
141,-0.29936616228347845,-0.233128988106185,0.24871394766406,-0.0552715915472909,-0.49245018160347487,0
142,-0.013183712429518797,-0.35018748559466717,0.7849534532932222,-0.05498659871479012,-0.6360762742251106,0
143,-0.604627442127702,0.002396464728260486,0.17843099257907183,-0.05421136893165713,1.4987219021962732,0
144,-0.54739095215691,0.4626804925532913,0.16825414999634722,-0.0552715915472909,0.9982992644378796,0
145,-0.7954157420303417,1.8394949968369354,-0.6115424891140963,-0.0552715915472909,-0.6915910661324762,0
146,-0.6427851021082299,-0.6476537850948092,-0.3982888158221783,0.019338462179672316,-0.15398531346878547,0
147,-0.7191004220692858,1.5286013990954674,-0.2608812693588716,-0.0552715915472909,0.7745799712473667,0
148,-0.45199680220559024,-0.8603704572337085,-0.005093247844520754,-0.05354940295410231,-0.10825188021792978,0
149,-0.566469782147174,0.814571048238689,0.09313444772334305,-0.0552715915472909,1.0595400867928892,0
150,-0.623706272117966,-0.19544491565267397,-0.20657468273415544,-0.018828490381432573,0.630346340155421,0
151,-0.7000215920790219,1.3953612857776954,-0.3622662625338301,-0.0552715915472909,0.4647005508124689,0
152,-0.7381792520595497,0.44047380700032884,-0.47361080892902974,-0.05516556928572752,0.27220787120528506,0
153,-0.7954157420303417,1.8394949968369354,-0.7160680667838163,-0.0552715915472909,-0.985705214767414,0
154,-0.7954157420303417,1.8394949968369354,-0.6496700141968801,-0.0552715915472909,-0.7159617144258812,0
155,-0.7763369120400778,0.28502700812959486,-0.5583160015494248,-0.0552715915472909,-0.23373304749408852,0
156,-0.604627442127702,-0.35089171452340795,-0.31949111188380536,-0.031196676984998655,-0.20196125423503666,0
157,-0.7763369120400778,0.28502700812959486,-0.546664538534207,-0.0552715915472909,-0.12841990234487505,0
158,-0.35660265225427035,-1.1606282213682313,0.20117865964900628,-0.0552715915472909,-0.21473125509867716,0
159,-0.566469782147174,0.09712428421991649,-0.16569011643594161,-0.0552715915472909,0.3110519641156646,0
160,-0.7954157420303417,1.8394949968369354,-0.6877253580494098,-0.0552715915472909,-0.7319799809098093,0
161,-0.35660265225427035,-0.27458146780504766,0.12470883486736901,-0.0552715915472909,-0.5864483812802127,0
162,-0.6809427620887579,1.173294430248075,-0.3008288726511571,-0.0552715915472909,0.6131986405400845,0
163,-0.7191004220692858,-0.3367601873533412,-0.4870623611421331,-0.05457198231222139,0.16147785973203316,0
164,-0.7763369120400778,0.28502700812959486,-0.6706845506496552,-0.0552715915472909,-0.5599496383163101,0
165,-0.623706272117966,-0.02586658961187316,-0.3800509786255508,-0.05518597053908896,-0.07441975748517152,0
166,-0.7572580820498138,0.28502700812959486,-0.535033643692953,-0.0552715915472909,0.14308096677646354,0
167,-0.7000215920790219,1.3953612857776954,-0.30381078132026973,-0.0552715915472909,0.8212430976101218,0
168,-0.623706272117966,0.3980792254901289,-0.3122496695664255,-0.0552715915472909,0.27460611089937914,0
169,-0.10857786238083872,-0.7741339685287493,0.6470303270949412,-0.034484749685198816,-0.5451919797770052,0
170,0.04405277754127305,-0.6251252635193406,1.0031901747614265,-0.05484824854057802,-0.5888190609805273,0
171,-0.4138391422250623,-1.8145141714231763,0.5049078800831438,1.0916655080381301,1.4166221762499176,1
172,-0.051341372410046875,-0.6798805604704491,0.7458982505393863,-0.0552715915472909,-0.3820947064281762,0
173,-0.604627442127702,-1.6933867956797473,-0.10281053764697846,0.14312736484338104,0.26430878358195825,1
174,-0.7572580820498138,1.0622610024832653,-0.45265846448427904,-0.0552715915472909,0.19427077079690624,0
175,-0.5092332921763821,-0.8351043366742238,0.5086682859495342,-0.0552715915472909,1.3915828247023014,0
176,-0.566469782147174,0.5583400610891273,-0.2756826900960048,-0.055239841565218446,-0.44783678990978787,0
177,-0.623706272117966,0.7372358775717305,0.042177930972871217,-0.0552715915472909,1.3024965907569113,0
178,-0.585548612137438,-0.6715686772287681,-0.2273979853085287,-0.0552715915472909,0.2676193023339794,0
179,-0.7763369120400778,0.28502700812959486,-0.4573560550686023,-0.0552715915472909,-0.10272368913605767,0
180,-0.45199680220559024,0.7104603524073936,0.1125826503087873,-0.0552715915472909,0.697291776590883,0
181,-0.6427851021082299,1.2177078013539993,-0.03511006989443839,-0.0552715915472909,1.3319247015578972,0
182,-0.7763369120400778,0.28502700812959486,-0.5108743703610109,-0.0552715915472909,-0.11990724393538173,0
183,-0.7954157420303417,1.8394949968369354,-0.710034075042901,-0.0552715915472909,-0.8094381736334616,0
184,-0.49015446218611813,0.13262818570730658,0.07581820291123753,-0.0552715915472909,0.7355167826815682,0
185,-0.3375238222640064,-0.31284529521938215,0.1877008546775193,-0.05509794758354713,-0.45164362430136945,0
186,0.0058951175607451075,-0.5020661912264474,0.8441362859649226,-0.054836486722318986,-0.6201735008960841,0
187,-0.5283121221666461,1.1788461016363154,-0.06834203169541626,-0.0552715915472909,0.7055198811708886,0
188,0.08221043752180099,-0.6989181549351575,1.0166560357634455,-0.0552715915472909,-0.5659925899436457,0
189,-0.7000215920790219,1.617428141307315,-0.4036456580011727,-0.05479202822680525,0.4048189984674131,0
190,-0.7572580820498138,-0.49220698622407516,-0.5589485043601653,-0.05505954702416415,0.11074809726149444,0
191,-0.7763369120400778,1.8394949968369354,-0.6617459226916842,-0.0552715915472909,-0.4323718273064833,0
192,-0.7381792520595497,-0.9585473828362772,-0.28791843491326424,-0.0552715915472909,0.5041504614006432,0
193,-0.7381792520595497,0.44047380700032884,-0.34793261802694064,-0.0552715915472909,0.5186573376124134,0
194,-0.4710756321958542,1.0213539501488615,0.06322015349743039,-0.0552715915472909,0.6849445844307762,0
195,-0.6618639320984938,1.8394949968369354,-0.11835805386620689,-0.0552715915472909,1.1596537811197458,0
196,-0.585548612137438,0.5241759294691859,-0.23240035306593224,-0.0552715915472909,0.25928023246769,0
197,-0.5283121221666461,0.6347823055887467,-0.016399412687665236,-0.0552715915472909,0.7247460991443085,0
198,-0.604627442127702,-0.6335222579247424,0.053431445028240425,0.025452085668127275,0.7685896577681953,0
199,0.06313160753153708,-0.6237831388297382,0.9630200669575623,-0.054173704992764596,-0.5948339918457886,0
200,0.2539199074341767,-0.7990098787321027,1.3262493349962066,-0.0534603410534721,-0.6403421048569575,0
201,-0.7572580820498138,1.8394949968369354,-0.4579620735088492,-0.0552715915472909,0.17583894473220646,0
202,-0.7572580820498138,0.28502700812959486,-0.5585378311435457,-0.055062576231637385,0.005508387424581789,0
203,0.2539199074341767,-0.8253072695185053,1.3646375600398846,-0.051445600624680426,-0.6533566629902068,0
204,-0.4138391422250623,-0.07835511910069211,0.18802042754076356,-0.0552715915472909,0.47626772282915647,0
205,-0.7954157420303417,1.8394949968369354,-0.6385830606216167,-0.0552715915472909,-0.707884321525605,0
206,-0.7572580820498138,-0.49220698622407516,-0.5931826060142734,-0.0552715915472909,0.10203716787494153,0
207,-0.7763369120400778,1.8394949968369354,-0.683423684671988,-0.0552715915472909,-0.9934712200222348,0
208,-0.7000215920790219,1.173294430248075,-0.5342062809526794,-0.05526237222019843,-0.4835656964263015,0
209,-0.8144945720206056,-2.823908969285086,-0.7528848029110872,-0.0552715915472909,-2.113001519333602,1
210,-0.8144945720206056,-2.823908969285086,-0.7528848029110872,-0.0552715915472909,-2.113001519333602,1
211,-0.2612085023029505,-0.02586658961187316,0.3136012373680024,-0.0552715915472909,-0.3700758852252331,0
212,-0.49015446218611813,0.4374258305518831,-0.12841050182336416,-0.0552715915472909,-0.4404219581819301,0
213,-0.08949903239057469,-1.4078956192480347,0.7633799961056854,-0.030164781267163533,-0.2762179845490494,0
214,-0.5092332921763821,-0.18359937081894148,0.3581958619933251,-0.0552715915472909,1.12976031115714,0
215,-0.8144945720206056,-2.823908969285086,-0.7528848029110872,-0.0552715915472909,-2.113001519333602,1
216,-0.7954157420303417,1.8394949968369354,-0.6734631665808826,-0.0552715915472909,-0.7319799809098093,0
217,-0.6809427620887579,1.00674428860086,-0.3584327338713171,-0.021324304905425678,0.46255623760823283,0
218,-0.6618639320984938,1.8394949968369354,-0.11835805386620689,-0.0552715915472909,1.1596537811197458,0
219,-0.7191004220692858,0.5959206058710629,-0.2334285186648733,-0.0552715915472909,0.8123692205085882,0
220,-0.7572580820498138,1.8394949968369354,-0.5321348445649045,-0.0552715915472909,-0.032698208773338205,0
221,-0.6809427620887579,1.173294430248075,-0.4925028809341119,-0.0552715915472909,-0.41898465026376747,0
222,-0.623706272117966,0.6524467145513301,-0.33925694552714736,-0.0552715915472909,-0.10274969672797046,0
223,-0.3184449922737424,0.5374619806547184,0.15962610393778737,-0.05509500822036368,-0.6570443903226252,0
224,-0.29936616228347845,-0.3935106059886885,0.2632719890409897,-0.05432176517333466,-0.4694651945896751,0
225,-0.6427851021082299,1.1140766021068431,-0.04599270089985317,-0.0552715915472909,1.1488065160682712,0
226,-0.566469782147174,0.9683096405284259,0.08757940362134466,-0.0552715915472909,0.9578539365761973,0
227,-0.54739095215691,-0.2923468162474173,0.3629537263327186,-0.0552715915472909,1.5682759787711251,0
228,-0.7763369120400778,1.8394949968369354,-0.6396659423524143,-0.0552715915472909,-0.24977933416702042,0
229,-0.7191004220692858,-0.3367601873533412,-0.5165135974208122,-0.0552715915472909,-0.033170900091918,0
230,-0.6618639320984938,-1.5285189786956352,0.03125239933883418,-0.0552715915472909,1.1863033260941658,0
231,-0.43291797221532624,-0.7142738417536952,0.07047652329892704,-0.0552715915472909,-0.2009349669483918,0
232,-0.35660265225427035,0.06740148971056735,0.12810181411744204,-0.0552715915472909,-0.5322983807987426,0
233,-0.7954157420303417,1.8394949968369354,-0.6018036262375349,-0.0552715915472909,-0.6833744101176034,0
234,-0.7954157420303417,1.8394949968369354,-0.718253240859111,-0.0552715915472909,-1.087123886710496,0
235,-0.7381792520595497,0.9068142036125314,-0.5876255706734891,-0.0552715915472909,-0.29611987787366123,0
236,-0.12765669237110275,-0.9123334696584916,0.6283214620144324,-0.0552715915472909,-0.37603534107501685,0
237,-0.7000215920790219,1.173294430248075,-0.4134074433381082,-0.0552715915472909,0.3019270600176648,0
238,-0.3947603122347983,0.5123602713002336,0.05936560960613898,-0.054843777983909665,-0.3106767524395224,0
239,0.29207756741470475,-0.872420226010178,1.4569278082916741,-0.054571785888167024,-0.6506136645054739,0
240,-0.7763369120400778,0.28502700812959486,-0.626900127411639,-0.0552715915472909,-0.29660803066794644,0
241,-0.7954157420303417,1.8394949968369354,-0.6245091002105908,-0.0552715915472909,-0.6997609035945578,0
242,-0.37568148224453435,-0.03600442432083401,0.26786139331590786,-0.0552715915472909,0.4624071791354828,0
243,-0.6809427620887579,0.1739935803647852,-0.21139351711422047,-0.0552715915472909,0.764841407089094,0
244,-0.7954157420303417,1.8394949968369354,-0.6018036262375349,-0.0552715915472909,-0.6833744101176034,0
245,-0.7381792520595497,0.44047380700032884,-0.37954183521876583,-0.0552715915472909,0.3981929310395196,0
246,-0.566469782147174,-0.056614308069820436,-0.2606242717493026,-0.05328767443159116,-0.3000809449266684,0
247,-0.7763369120400778,0.28502700812959486,-0.6307521619448395,-0.0552715915472909,-0.2105373239326479,0
248,-0.43291797221532624,-0.4700003006711132,0.004758994963375232,-0.0552715915472909,-0.40961939760416793,0
249,-0.37568148224453435,0.09916670513197827,0.28644508638583405,-0.0552715915472909,0.4726882094643957,0
250,-0.7381792520595497,0.9068142036125314,-0.6087930360522071,-0.0552715915472909,-0.5322899064038293,0
251,-0.566469782147174,0.814571048238689,-0.11169376648427186,-0.0552715915472909,0.6328324090784996,0
252,0.4065505473562884,-0.9428532348733666,1.6302600108448329,-0.05304156539067075,-0.6815800233343448,0
253,-0.7763369120400778,0.28502700812959486,-0.5328319741732347,-0.0552715915472909,-0.17008361726033058,0
254,-0.5092332921763821,1.3937284412517421,-0.028254096044642664,-0.0552715915472909,0.6705251269756075,0
255,-0.7954157420303417,1.8394949968369354,-0.6245091002105908,-0.0552715915472909,-0.6997609035945578,0
256,-0.7954157420303417,1.8394949968369354,-0.6018036262375349,-0.0552715915472909,-0.6833744101176034,0
257,-0.49015446218611813,-0.4769671039818464,-0.08926835389728817,-0.0552715915472909,-0.15337376692881455,0
258,-0.54739095215691,-0.5588270428829611,-0.21468173379558333,-0.05517262783710852,0.09865939543233271,0
259,-0.6809427620887579,0.34054372201200017,-0.03943308199399118,-0.0552715915472909,1.2615661527116977,0
260,-0.6809427620887579,-0.9918574111657203,-0.34299006237412893,-0.0552715915472909,0.22123647162284527,0
261,-0.10857786238083872,-0.6082945671730587,0.6360559970864299,-0.0552715915472909,-0.33002666420544174,0
262,-0.7572580820498138,1.8394949968369354,-0.5321348445649045,-0.0552715915472909,-0.032698208773338205,0
263,-0.7000215920790219,1.617428141307315,-0.2816637395056536,-0.0552715915472909,0.7621091569836947,0
264,-0.7381792520595497,1.8394949968369354,-0.3546873591155709,-0.0552715915472909,0.5006434567128805,0
265,-0.3184449922737424,0.16545254745979984,0.2027686623015989,-0.0552715915472909,-0.40774692051318173,0
266,-0.49015446218611813,1.2908592361166975,0.01795778317403519,-0.0552715915472909,0.6839220853202072,0
